city,district,cold_price,object_age,flat_area,room_count,distance_to_centre
Kellinghusen,Kellinghusen,408,,37.58,2,0.460054983
Lüneburg,Kaltenmoor,710,,81.56,3,4.118156743
Lüneburg,Kaltenmoor,598,,67.15,3,3.476635597
Lüneburg,Kaltenmoor,642,,72.13,3,5.37048638
Lüneburg,Kaltenmoor,464,,51.54,2,3.879174929
Lüneburg,Kaltenmoor,454,28,53.44,2,0.519283728
Wischhafen,Wischhafen,650,2,66.6,2,2.967312858
Wischhafen,Wischhafen,650,2,66.57,2,2.75755414
Negernbötel,Negernbötel,695,39,65,2,1.845585073
Scheeßel / Sothel,Sothel,845,48,134,4,4.850787905
Bad Segeberg,Bad Segeberg,642,,61.15,2,0.720105763
Bad Segeberg,Bad Segeberg,795,,72.34,4,0.720105763
Bad Segeberg,Bad Segeberg,734,67,61.21,3,0.688584811
Bad Segeberg,Bad Segeberg,875,67,87.58,3,0.711735112
Bad Segeberg,Bad Segeberg,460,,45.71,2,0.62001164
Schneverdingen,Schneverdingen,818,0,62.96,2,4.464839922
Schneverdingen,Schneverdingen,1006,0,77.38,2,4.843048994
Schneverdingen,Schneverdingen,1236,0,88.32,2,5.868884479
Schneverdingen,Schneverdingen,1047,0,80.52,3,6.276967405
Schneverdingen,Schneverdingen,990,1,82.51,2,5.128868227
Schneverdingen,Schneverdingen,840,3,84,2,4.890564296
Schneverdingen,Schneverdingen,233,49,45.5,2,0.715272887
Niendorf/Stecknitz,Niendorf/Stecknitz,940,1,84,2,1.887843299
Mölln,Mölln,800,1,66.4,2,0.892915635
Schneverdingen,Schneverdingen,900,2,92,3,2.064640629
Neversdorf,Neversdorf,840,31,93,5,1.985793763
Mölln,Mölln,1290,29,129,3,0.899922839
Bebensee,Bebensee,946,6,86,3,1.92080672
Itzehoe,Kratt,400,72,56.69,2.5,0.539921231
Lehmrade,Lehmrade,840,38,83,2,0.898143694
Amelinghausen,Amelinghausen,297,48,54.01,2,0.343961142
Itzehoe,Wellenkamp,419.52,56,66.59,2,0.330216083
